gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,click_mean,submit_early,preview,click_std
M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,8.192307692,0,8,2.806025091
M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,3.461538462,-0.5,1,2.26827571
M,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,31.76923077,3.5,13,16.50506137
M,Scotland,HE Qualification,30-40%,0-35,0,60,N,Withdrawn,11.86538462,3.5,1,10.15729252
M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,150,Y,Fail,2.019230769,1,,2.72847659
M,North Western Region,A Level or Equivalent,10-20%,0-35,0,60,N,Fail,5.365384615,-7.5,,4.695204831
M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,90,N,Pass,32.13461538,1,3,13.87228971
M,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,26.84615385,5.5,1,10.45779073
M,South Region,Lower Than A Level,,0-35,0,120,N,Withdrawn,0,,1,2.428060405
M,Wales,Lower Than A Level,90-100%,0-35,0,60,N,Pass,25.76923077,1,6,7.028465895
M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,46.21153846,1,7,16.39816668
M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,17.67307692,6.5,3,6.669256528
M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,10.21153846,1.5,2,10.31947655
F,North Region,Lower Than A Level,,0-35,0,60,N,Pass,14.59615385,1.5,8,5.259660468
M,Ireland,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,4.096153846,2,1,5.310832872
M,East Midlands Region,A Level or Equivalent,10-20%,0-35,0,60,Y,Pass,21.11538462,-1,4,11.71513533
M,Scotland,HE Qualification,50-60%,0-35,0,90,N,Withdrawn,9.5,1,,7.830032973
M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,6.807692308,9,8,3.814079983
F,Ireland,Lower Than A Level,60-70%,35-55,0,60,N,Fail,0,,4,3.76390397
M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,9.846153846,0,5,5.295475526
M,South Region,HE Qualification,60-70%,0-35,0,60,N,Pass,15.73076923,0.5,10,10.01434959
M,South West Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,31.92307692,6,3,6.627074361
M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,7.980769231,1.5,3,5.196717907
F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,150,N,Pass,7.557692308,-11.5,4,5.744260803
M,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,40.17307692,1,8,5.966046219
M,Wales,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,0,,2,7.505475879
F,Ireland,Lower Than A Level,,0-35,0,60,N,Pass,7.173076923,0.5,4,4.678154169
M,Wales,HE Qualification,20-30%,0-35,0,120,N,Pass,11.61538462,2,4,6.969653836
M,South Region,Lower Than A Level,80-90%,35-55,0,120,N,Withdrawn,0,,1,2.502480523
F,Wales,Lower Than A Level,60-70%,0-35,0,60,Y,Pass,16.96153846,1,1,8.060156915
M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,90,N,Fail,10.23076923,-5,1,2.580104308
M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,14.40384615,2,5,11.22785179
M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,3.461538462,0.5,4,1.59966124
F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,8.807692308,0,,6.792317994
M,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,45.80769231,1,5,21.67322624
M,Wales,Lower Than A Level,50-60%,35-55,0,60,N,Pass,25.44230769,1,8,6.829154595
M,North Western Region,Lower Than A Level,10-20%,0-35,0,120,N,Fail,0,,2,7.242016881
M,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,35.61538462,-1,14,8.263151038
M,Ireland,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,3.596153846,1.5,2,2.476840285
M,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,19.51923077,1,5,6.038927737
F,Wales,Lower Than A Level,20-30%,35-55,0,60,Y,Withdrawn,17.51923077,-1.5,,7.33282473
M,South West Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,0,,3,1.54528612
M,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,2.653846154,,2,1.694912173
F,Scotland,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,11,0,5,5.284578761
M,West Midlands Region,Lower Than A Level,10-20%,0-35,0,120,N,Fail,11.69230769,1,3,8.190379053
M,North Western Region,Lower Than A Level,10-20%,0-35,0,90,N,Pass,27.73076923,1,3,5.74388056
M,North Western Region,Lower Than A Level,10-20%,0-35,0,120,N,Pass,2.576923077,0,1,1.795949646
M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,0,,1,1.308190979
M,Ireland,Lower Than A Level,90-100%,35-55,0,60,N,Pass,28.36538462,9,8,6.248246781
F,Yorkshire Region,HE Qualification,0-10%,35-55,0,120,N,Pass,4.211538462,-3.5,2,1.551527626
M,Scotland,HE Qualification,50-60%,0-35,0,90,N,Withdrawn,7.019230769,1,1,2.276952621
M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,90,N,Withdrawn,0,,3,4.982110855
M,North Region,Lower Than A Level,,0-35,0,60,N,Pass,20.84615385,6,,4.496008853
F,Ireland,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,20.94230769,1,4,5.646284997
F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,13.53846154,0.5,3,6.356356019
M,North Western Region,A Level or Equivalent,10-20%,0-35,0,60,N,Withdrawn,8.5,-2,,3.829970617
M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,15.53846154,1.5,3,12.59171687
M,London Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,4.923076923,2,1,5.586419319
M,East Midlands Region,Lower Than A Level,10-20%,0-35,0,60,N,Pass,10.86538462,7,4,13.01428863
M,South East Region,Lower Than A Level,10-20%,0-35,0,60,N,Pass,18.01923077,0.5,7,7.055507937
M,North Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,15.44230769,0,1,4.743788206
M,South East Region,HE Qualification,10-20%,0-35,0,60,N,Pass,15.03846154,3.5,4,5.923163585
M,South Region,Lower Than A Level,10-20%,0-35,0,90,Y,Pass,9.230769231,1,3,5.437189951
M,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,3.038461538,0.5,1,2.350222833
M,London Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,26,1.5,5,11.04005889
M,South East Region,Lower Than A Level,30-40%,0-35,0,60,Y,Withdrawn,13.46153846,11.5,7,6.583919613
M,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,90,N,Pass,10.75,0.5,5,6.719005329
M,North Western Region,A Level or Equivalent,40-50%,35-55,0,120,N,Withdrawn,0,,7,5.034796553
M,Scotland,HE Qualification,30-40%,35-55,0,90,N,Fail,12.76923077,0.5,4,7.247536994
M,London Region,No Formal quals,10-20%,0-35,0,120,N,Fail,0,,,5.067768582
F,Wales,HE Qualification,50-60%,35-55,0,60,N,Pass,11.32692308,-7,2,5.203679566
M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,240,N,Withdrawn,13.17307692,1,9,5.479029141
M,Scotland,Lower Than A Level,60-70%,0-35,0,60,Y,Withdrawn,2.807692308,-3.5,2,4.549967096
M,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Withdrawn,0,,6,28.20700335
M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,18.26923077,0.5,13,5.422474117
M,North Region,Lower Than A Level,,0-35,0,60,N,Pass,15.25,1,2,10.69906404
M,North Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,10.59615385,1.5,6,5.943335181
F,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Withdrawn,9.980769231,-2.5,,3.105962141
M,North Region,A Level or Equivalent,,0-35,0,90,N,Pass,6.846153846,-11,5,2.749730415
M,Ireland,A Level or Equivalent,,0-35,0,120,N,Pass,13.96153846,2,7,8.022622924
M,South Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,9.365384615,0,4,2.11999755
M,Scotland,HE Qualification,80-90%,0-35,0,90,N,Fail,0,,,2.879510808
M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,28.30769231,0,7,6.879771941
M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,23.98076923,1,5,5.901706048
M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,4.192307692,1.5,1,2.092888646
M,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,12.13461538,1.5,3,8.013620218
M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,23.11538462,1,,6.68012326
F,North Region,Lower Than A Level,,0-35,0,90,N,Withdrawn,0,,6,1.522880798
M,Ireland,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,13.05769231,1,3,5.612325152
M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,120,N,Withdrawn,0,,1,3.900043899
M,Wales,Lower Than A Level,0-10%,0-35,0,90,Y,Pass,60.63461538,0,13,13.0204503
M,North Region,Lower Than A Level,,35-55,0,60,N,Pass,40.57692308,1.5,13,8.802334978
M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,29.69230769,1.5,16,7.468370456
F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,30.84615385,1,3,6.169527519
F,Scotland,HE Qualification,70-80%,0-35,0,60,N,Pass,26.65384615,1,10,5.375718837
M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,11.5,1,3,7.872003819
M,North Western Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail,5.673076923,-1,3,3.107642435
F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,120,Y,Withdrawn,0,,4,5.184310979
M,East Midlands Region,Lower Than A Level,10-20%,0-35,0,120,N,Withdrawn,0,,4,1.820483562
M,North Region,Lower Than A Level,,0-35,0,60,Y,Pass,22.84615385,0.5,,10.08384008
M,South Region,Lower Than A Level,10-20%,0-35,0,60,N,Fail,5.692307692,-2,1,6.443047772
F,Ireland,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,19,2,5,5.199199525
M,London Region,HE Qualification,70-80%,35-55,0,150,N,Pass,45.03846154,-0.5,11,7.746347486
M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,27.38461538,0,1,9.76598918
M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,16.01923077,5.5,4,7.141393483
M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,2.769230769,-11.5,,1.519845411
M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,13.80769231,5,2,6.569458912
M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,Pass,11.96153846,1,9,4.801149793
F,South West Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,0,,,4.057429236
M,North Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,15.88461538,1,1,8.584022264
M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,0,,,4.828726499
M,Ireland,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,5.461538462,1,4,1.311230563
M,East Midlands Region,HE Qualification,80-90%,35-55,0,60,N,Pass,17.32692308,2.5,1,4.647840383
M,South Region,Lower Than A Level,70-80%,35-55,0,150,N,Withdrawn,0,,10,4.687825424
F,South East Region,HE Qualification,80-90%,0-35,0,60,N,Pass,15.26923077,1,6,4.905485697
M,North Region,A Level or Equivalent,10-20%,0-35,0,90,N,Withdrawn,18.73076923,1,,7.72401157
M,North Region,A Level or Equivalent,,0-35,0,120,N,Pass,19.40384615,4.5,6,5.569075928
M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,0,,2,2.540778533
M,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Pass,16.94230769,4.5,7,6.363759355
M,South Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Withdrawn,3.596153846,0,,2.382673645
F,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,24.69230769,1,11,3.933105247
M,London Region,Lower Than A Level,10-20%,0-35,0,60,N,Pass,19.19230769,1,15,6.244547857
M,Yorkshire Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,14.34615385,0.5,2,5.286695051
M,Ireland,Lower Than A Level,,0-35,0,60,N,Pass,17.65384615,1.5,3,5.80866185
M,South West Region,Lower Than A Level,90-100%,0-35,0,120,Y,Pass,16.57692308,-2.5,2,14.81363193
M,London Region,A Level or Equivalent,30-40%,35-55,0,120,N,Pass,44.01923077,2,18,12.43275984
M,London Region,Lower Than A Level,20-30%,0-35,0,180,N,Withdrawn,21.28846154,1,11,6.219016092
M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,13.57692308,0.5,9,3.890585482
M,South West Region,A Level or Equivalent,50-60%,35-55,0,90,N,Pass,6.884615385,-7,3,1.965499695
M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,90,N,Fail,0,,1,3.29231275
M,Ireland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,31.48076923,0.5,13,8.185752551
F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,30.53846154,1,8,8.680292942
F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,11.82692308,0,2,5.930121226
M,South West Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,8.75,0.5,12,2.266587372
M,South East Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,0,,3,2.450589895
F,South West Region,Lower Than A Level,70-80%,0-35,0,120,N,Pass,30.13461538,2,10,6.679003934
M,London Region,A Level or Equivalent,10-20%,35-55,0,90,N,Pass,42.78846154,-1,4,8.708009368
M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,240,N,Withdrawn,8,1,5,3.631102836
M,Yorkshire Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,40.53846154,1,7,8.870752704
M,Wales,Lower Than A Level,50-60%,0-35,0,60,N,Fail,22.21153846,0,8,9.106664314
M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,13.42307692,2,12,4.388217198
M,Scotland,HE Qualification,0-10%,0-35,0,120,N,Pass,8.788461538,1.5,5,2.675721537
M,London Region,Lower Than A Level,10-20%,0-35,0,120,N,Withdrawn,0,,4,1.377840648
M,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,24.34615385,8.5,8,7.667564485
M,North Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,27.03846154,8,9,8.056303602
M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,26.19230769,5,6,6.728160369
M,Ireland,HE Qualification,,35-55,0,60,N,Pass,20.55769231,2,6,5.850386906
M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,14.48076923,0.5,1,8.700187538
M,Wales,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,5.076923077,5,,3.150955929
M,South West Region,A Level or Equivalent,40-50%,0-35,0,120,N,Fail,0,,2,6.419488243
F,Wales,HE Qualification,40-50%,0-35,0,90,N,Pass,30.75,3,17,6.089938282
M,South East Region,Lower Than A Level,10-20%,0-35,0,120,N,Pass,12.55769231,1.5,2,4.267740823
M,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,26.96153846,2.5,6,5.821332709
M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,10.19230769,1,2,5.613439374
M,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,11.15384615,0,2,4.499235111
F,London Region,A Level or Equivalent,10-20%,0-35,0,120,N,Fail,11.65384615,0.5,5,3.714581577
M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,22.11538462,1,3,5.806437696
M,Wales,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,15.23076923,6,6,8.176111125
M,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,40.34615385,10,12,8.00844411
M,North Region,A Level or Equivalent,,0-35,0,60,N,Pass,9.615384615,1.5,4,7.920940008
M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,18.09615385,0.5,6,6.525242233
M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,18.34615385,0.5,2,8.940736134
M,South Region,HE Qualification,20-30%,35-55,0,150,N,Pass,18.36538462,0,2,5.868044297
M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,16.88461538,1,1,5.63296331
F,South Region,HE Qualification,40-50%,0-35,0,60,N,Pass,33.07692308,1.5,10,7.057866811
M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,21.59615385,10,3,19.61028731
F,South Region,No Formal quals,90-100%,0-35,0,120,N,Pass,16.30769231,-0.5,6,4.116757525
M,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,16.75,1,2,6.138788807
M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,Y,Pass,17.03846154,3,5,6.750485498
F,West Midlands Region,A Level or Equivalent,10-20%,0-35,0,120,N,Pass,41.78846154,1,11,9.202112838
M,London Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,20.61538462,1,1,7.253145929
M,Scotland,HE Qualification,80-90%,35-55,0,60,N,Pass,19.88461538,1,1,8.556929558
M,London Region,HE Qualification,30-40%,0-35,0,120,N,Pass,11.09615385,0.5,2,3.737705818
M,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,8.961538462,2.5,5,4.970223083
M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,Y,Pass,12.36538462,0.5,4,6.771338089
M,North Western Region,HE Qualification,0-10%,0-35,0,90,N,Pass,18.34615385,0.5,2,7.783620874
F,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,8.826923077,0,3,4.202580144
F,London Region,HE Qualification,10-20%,0-35,0,120,N,Fail,5.692307692,2.5,,2.590661463
M,Scotland,HE Qualification,50-60%,35-55,0,60,Y,Pass,64.90384615,6,17,11.50150126
M,West Midlands Region,HE Qualification,90-100%,0-35,0,150,N,Pass,15.61538462,0,9,8.787520835
M,North Western Region,HE Qualification,10-20%,35-55,0,120,N,Pass,15.53846154,2.5,12,9.593282961
M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,90,N,Withdrawn,0,,,7.950703172
M,Wales,Lower Than A Level,60-70%,0-35,0,90,N,Pass,4.807692308,1,1,4.275435086
F,North Western Region,Lower Than A Level,10-20%,0-35,0,180,Y,Withdrawn,0,,8,3.901989384
M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,0,,4,2.951456837
M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,8.846153846,-1.5,5,3.233077451
M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Fail,15.88461538,-3,9,7.042080308
M,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,19.69230769,5.5,9,5.024570573
M,South East Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,17.55769231,1.5,7,5.588469091
M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,Y,Withdrawn,0,,5,6.375344049
M,West Midlands Region,Lower Than A Level,10-20%,35-55,0,60,N,Withdrawn,0,,4,4.346801029
M,London Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,24.55769231,1.5,10,5.827655379
M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,9.942307692,0,12,4.277138365
M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,14.09615385,1.5,6,11.37383786
M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,18.53846154,3,3,5.796066818
M,South West Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,12.23076923,0,3,4.817484021
M,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Fail,13.03846154,-1,4,7.731757458
M,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,21.92307692,1,6,6.463294373
M,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,13,0,1,4.660650862
M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,0,,1,6.552675104
M,London Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,5.25,0.5,1,2.996148599
M,Ireland,HE Qualification,,35-55,0,60,N,Pass,17.48076923,1.5,14,5.337770597
M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,41.07692308,2,17,6.815783273
M,South West Region,Lower Than A Level,10-20%,0-35,0,60,N,Fail,14.65384615,1,4,7.087500816
M,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,Pass,26.55769231,0.5,2,4.084590763
M,South West Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,17.92307692,9,1,5.729710311
M,Yorkshire Region,HE Qualification,60-70%,0-35,0,150,N,Pass,35.05769231,3.5,15,8.40547654
F,Yorkshire Region,Lower Than A Level,10-20%,0-35,0,60,N,Withdrawn,0,,7,3.267024507
M,North Region,A Level or Equivalent,,0-35,0,120,N,Pass,37.25,4.5,3,8.545851145
M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,25.28846154,2.5,4,8.197115
F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,0,,,6.129986504
M,South Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,23.75,0.5,3,10.1723585
M,North Region,Lower Than A Level,10-20%,0-35,0,60,N,Pass,21.25,8.5,15,7.165503386
M,South West Region,Lower Than A Level,0-10%,0-35,0,240,N,Withdrawn,0,,1,7.370104286
M,North Region,HE Qualification,,0-35,0,150,N,Pass,8.134615385,0,3,3.810950867
F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,27.09615385,0.5,7,7.620404842
M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,30.05769231,5.5,15,9.23578829
F,North Western Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,21.98076923,1.5,3,5.202395508
F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,29.03846154,5.5,16,10.07686254
F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,8.173076923,-3,3,3.559024657
F,Scotland,HE Qualification,30-40%,0-35,0,60,N,Pass,25.78846154,1.5,4,6.670370438
M,Wales,Lower Than A Level,30-40%,0-35,0,60,N,Fail,5.769230769,2.5,2,10.30254455
F,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,0,,2,13.06904353
M,East Midlands Region,A Level or Equivalent,10-20%,0-35,0,120,N,Fail,17.28846154,1.5,5,17.3191818
F,Wales,HE Qualification,70-80%,35-55,0,60,N,Pass,29.78846154,2,,6.806243476
M,East Midlands Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,20.32692308,11,11,11.25505179
M,Scotland,Lower Than A Level,0-10%,35-55,0,60,N,Pass,30.69230769,7.5,1,9.630921117
M,London Region,HE Qualification,60-70%,0-35,0,60,N,Withdrawn,9.961538462,0.5,1,7.414665614
F,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,12.65384615,1,5,4.224912918
M,Wales,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,14.61538462,0.5,2,5.950305222
M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,0,,4,8.628900867
M,North Western Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,30.88461538,4,6,10.57391233
M,South East Region,Lower Than A Level,70-80%,0-35,0,60,Y,Fail,4.942307692,0,7,3.562587086
M,South Region,Lower Than A Level,50-60%,35-55,0,180,N,Withdrawn,0,,1,3.406373865
M,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,120,N,Fail,12.30769231,7,6,6.063567453
F,Wales,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,11.55769231,1,2,8.06794214
M,South West Region,Lower Than A Level,10-20%,35-55,0,60,N,Pass,30.23076923,13,4,14.78595332
M,London Region,HE Qualification,50-60%,35-55,0,60,N,Withdrawn,26.40384615,-68,1,8.580423557
M,Wales,A Level or Equivalent,70-80%,0-35,0,120,Y,Fail,0,,,1.262406381
M,South Region,Lower Than A Level,80-90%,35-55,0,180,N,Pass,58.63461538,3.5,6,7.659826496
M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,4.730769231,-0.5,,4.702842031
F,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,120,N,Pass,37,1.5,16,5.722566234
M,West Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,2.923076923,-2.5,6,1.604129547
M,South West Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,9.769230769,0.5,3,2.583400485
M,Scotland,A Level or Equivalent,10-20%,0-35,0,240,N,Withdrawn,24.17307692,1.5,5,7.741807722
M,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,3.365384615,0,2,2.579657039
M,North Region,Lower Than A Level,,0-35,0,60,N,Fail,22.30769231,1,4,9.534395456
F,Scotland,HE Qualification,80-90%,0-35,0,60,N,Withdrawn,7.038461538,-5.5,9,2.200914601
M,London Region,A Level or Equivalent,10-20%,0-35,0,120,N,Pass,11.75,1,3,4.666572476
M,South West Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,0,,9,8.441927316
F,South East Region,HE Qualification,70-80%,35-55,0,60,N,Pass,10.96153846,2,1,5.364232315
M,Wales,A Level or Equivalent,40-50%,35-55,0,120,N,Pass,20.61538462,0.5,5,5.855617937
F,Scotland,HE Qualification,90-100%,0-35,0,300,N,Withdrawn,4,1,7,3.66763353
M,North Western Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,26.15384615,3.5,4,5.944298287
F,Scotland,HE Qualification,60-70%,0-35,0,120,N,Withdrawn,12.90384615,0,8,5.404418978
M,London Region,HE Qualification,20-30%,0-35,0,60,N,Pass,33.59615385,1.5,13,8.200868074
M,East Anglian Region,HE Qualification,60-70%,0-35,0,90,N,Pass,27.51923077,1.5,15,9.181258429
M,Wales,Lower Than A Level,70-80%,0-35,0,120,N,Fail,17.28846154,0,2,6.991833075
F,London Region,HE Qualification,90-100%,35-55,0,60,N,Pass,87.61538462,6.5,17,9.906944658
M,Scotland,HE Qualification,40-50%,35-55,0,60,N,Fail,15.67307692,-6.5,,7.719113648
M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,36.26923077,-0.5,3,7.945684492
M,Wales,HE Qualification,80-90%,35-55,0,60,N,Pass,28.44230769,2.5,7,8.414797911
M,London Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,20.88461538,0,3,11.47766661
M,Wales,Lower Than A Level,50-60%,0-35,0,120,Y,Fail,7.634615385,2,2,2.546352902
M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,9.211538462,0.5,4,6.592565966
M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,Y,Withdrawn,0,,8,6.279160391
M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass,15.13461538,0.5,9,8.162054456
M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,19.53846154,-1,6,4.702614403
